product_uid,material
102579.0,fiberglass
102580.0,vinyl
102581.0,vinyl
102582.0,steel
102583.0,steel
102585.0,steel fiberglass
102589.0,rubber
102590.0,polyest
102593.0,bamboo
102594.0,steel
102595.0,composit particl board engin quartz composit
102602.0,concret
102605.0,acryl
102606.0,vitreous china
102607.0,silver
102609.0,steel
102610.0,plastic
102611.0,aluminum
102612.0,plastic
102613.0,vinyl
102615.0,stainless steel
102616.0,wood
102617.0,fabric
102619.0,aluminum
102620.0,resin
102621.0,vinyl
102624.0,fiberglass
102625.0,wood
102626.0,thermoplast
102627.0,cast aluminum cast aluminum
102628.0,composit
102632.0,black malleabl iron iron
102633.0,plastic
102635.0,steel
102636.0,steel
102637.0,metal
102640.0,aluminum
102641.0,steel
102642.0,plastic plastic
102643.0,acryl
102645.0,acryl
102648.0,steel
102649.0,vinyl
102651.0,metal
102653.0,wood
102656.0,vinyl
102657.0,other
102658.0,plastic
102665.0,steel
102666.0,steel
102669.0,steel stainless steel
102670.0,metal
102671.0,aluminum
102673.0,plastic
102674.0,vinyl
102678.0,resin
102679.0,vinyl
102680.0,chrome-pl steel porcelain
102681.0,steel
102682.0,composit particl board
102685.0,rubber
102686.0,plastic
102687.0,comfort grip
102691.0,steel
102692.0,composit
102695.0,steel
102697.0,steel
102698.0,wood
102699.0,stainless steel
102700.0,wood
102702.0,carbon steel
102705.0,steel polyest
102706.0,manufactur from certifi environment prefer lamin particl panels.
102710.0,vitreous china
102712.0,steel
102714.0,plastic
102716.0,olefin 0 synthet
102717.0,lamin
102718.0,wood
102720.0,pvc
102721.0,steel
102724.0,steel steel
102725.0,wood
102728.0,pvc
102729.0,brass
102730.0,metal
102731.0,"30% diisononyl phthalate, 28% pvc, 25% calcium carbonate, 17% polyest 100"
102738.0,glass
102739.0,aluminum poli
102740.0,aluminum
102742.0,multi-purpos steel
102745.0,steel
102747.0,galvan steel steel
102748.0,wire glass
102750.0,plastic plastic
102752.0,plastic plastic
102753.0,vinyl
102755.0,other wood
102758.0,synthet
102761.0,water
102764.0,wood
102765.0,metal
102767.0,resin
102769.0,wood
102770.0,composit
102772.0,steel
102774.0,multi-purpos carbid
102775.0,copper
102776.0,brass
102779.0,ceram
102780.0,aluminum
102787.0,resin
102790.0,glass
102792.0,epoxy/2 part
102800.0,ceram
102803.0,plastic
102805.0,water
102807.0,metal
102809.0,wood
102811.0,metal
102814.0,plastic
102815.0,vinyl
102816.0,acryl
102821.0,vinyl
102823.0,glass
102824.0,glass
102825.0,plastic
102827.0,"mdf,pb"
102828.0,aluminum rubber
102829.0,metal
102836.0,epoxy/2 part
102837.0,steel
102838.0,polyfib
102840.0,porcelain
102844.0,wood
102846.0,steel
102850.0,steel
102851.0,vinyl
102852.0,steel
102855.0,galvan steel
102857.0,plastic
102858.0,fibr reinforc polym (frp)
102861.0,pvc
102864.0,steel
102865.0,metal
102870.0,plastic
102872.0,fiberglass
102874.0,wood
102876.0,"mdf,pb"
102877.0,vinyl
102880.0,synthet
102882.0,steel
102885.0,concret
102886.0,marbl
102888.0,fiberglass
102889.0,metal
102890.0,steel
102891.0,porcelain
102894.0,steel
102895.0,wood wood
102896.0,100% post-industri recycl synthet fiber with a non-skid rubber back 90
102897.0,foam steel steel
102898.0,synthet
102900.0,fiberglass
102902.0,oil
102903.0,vinyl
102904.0,titanium
102905.0,metal
102908.0,bamboo
102910.0,plastic
102911.0,wood
102912.0,plastic
102914.0,steel
102916.0,steel
102917.0,vitreous china
102919.0,multi-surfac
102921.0,plastic
102922.0,powder-co steel
102923.0,fiberglass
102925.0,vinyl
102926.0,vinyl
102927.0,steel steel
102928.0,wood wood
102930.0,plywood
102931.0,pvc pvc
102934.0,bamboo
102937.0,resin
102938.0,vinyl
102939.0,wood
102940.0,polyest
102946.0,steel
102950.0,steel
102951.0,galvan steel
102953.0,medium densiti fiberboard (mdf)
102954.0,porcelain
102956.0,steel
102960.0,vitreous china
102965.0,vinyl
102966.0,manufactur from certifi environment prefer lamin particl panel
102967.0,glass
102973.0,vinyl
102974.0,other wood
102977.0,polyest 0
102978.0,polypropylen
102979.0,wood
102980.0,vinyl
102981.0,steel
102984.0,metal
102985.0,polyfib aluminum
102986.0,thermoplast
102987.0,wood
102988.0,metal
102989.0,other
102990.0,pvc
102993.0,polycarbon
102994.0,no handl
102997.0,cast metal
102998.0,steel
102999.0,reinforc
103001.0,wood
103003.0,synthet
103004.0,steel
103006.0,manufactur from carb2 compliant lamin particl panel
103007.0,plastic plastic
103009.0,steel
103010.0,aluminum
103011.0,aluminum
103012.0,wood wood
103016.0,galvan steel
103021.0,vinyl
103022.0,plastic
103024.0,vinyl
103026.0,composit
103027.0,vinyl
103030.0,concret
103031.0,lamin particl board
103032.0,wood
103033.0,steel
103034.0,fiberglass
103035.0,metal
103037.0,powder-co steel
103038.0,metal
103039.0,wood
103040.0,other
103042.0,die-cast
103043.0,vitreous china
103044.0,manufactur from lamin particl board
103045.0,acryl
103046.0,aluminum polypropylen
103047.0,plastic plastic
103050.0,metal
103051.0,metal
103054.0,steel
103055.0,zinc
103059.0,wood
103061.0,foam cast aluminum extrud aluminum
103063.0,steel
103068.0,steel
103069.0,galvan steel
103072.0,concret
103073.0,steel
103076.0,vinyl
103077.0,plastic
103078.0,vitreous china
103079.0,polyest
103080.0,plastic
103081.0,metal
103083.0,porcelain
103084.0,lamin particl board
103085.0,steel
103086.0,steel
103088.0,no shelf glass
103091.0,other
103092.0,resin
103095.0,chrome-pl steel porcelain
103097.0,stainless steel
103098.0,ceram
103100.0,metal
103102.0,plastic
103104.0,high densiti fiberboard (hdf)
103105.0,black oxid
103106.0,resin
103107.0,brass
103108.0,wood
103109.0,fiberglass
103110.0,steel steel
103111.0,porcelain
103113.0,steel
103117.0,wood
103118.0,concret
103123.0,concret
103124.0,aluminum aluminum
103126.0,aluminum
103128.0,porcelain
103130.0,plastic glass
103131.0,wood
103134.0,steel
103135.0,vinyl
103138.0,vinyl
103139.0,steel
103140.0,plastic
103141.0,other wood
103142.0,composit
103143.0,polyest
103145.0,aluminum
103146.0,lamin
103147.0,wood
103148.0,vinyl
103150.0,ceram
103153.0,wood
103154.0,powder-co steel
103155.0,lamin
103156.0,aluminum comfort grip
103159.0,medium densiti fiberboard (mdf)
103160.0,wood
103161.0,stainless steel
103162.0,steel
103163.0,nylon
103166.0,plastic
103168.0,aluminum
103170.0,polyfib
103173.0,composit
103177.0,fiberglass
103178.0,plastic
103179.0,plastic
103181.0,wood
103182.0,galvan steel
103183.0,plastic
103184.0,foam
103185.0,composit
103186.0,powder-co steel
103187.0,brass
103190.0,polypropylen
103191.0,metal rubber
103192.0,chrome-pl steel porcelain
103194.0,thermoplast
103196.0,particl board cultur marbl
103197.0,vitreous china
103201.0,stainless steel
103202.0,brass rubber
103205.0,concret
103206.0,wood
103208.0,steel other
103209.0,polyfib
103210.0,"mdf, steel other"
103213.0,plastic
103214.0,plastic
103215.0,fabric
103216.0,plastic
103219.0,plastic
103220.0,"metal metal, mdf w/ veneer, rattan"
103221.0,stainless steel
103223.0,steel
103224.0,plastic
103228.0,lamin
103229.0,aluminum
103230.0,oil
103231.0,other
103232.0,aluminum
103233.0,plastic
103235.0,vitreous china
103236.0,fiberglass
103237.0,no shelf glass
103241.0,multi-purpos high speed steel
103242.0,composit
103245.0,foam
103246.0,zinc
103248.0,fabric
103250.0,steel
103253.0,acrylonitril butadien styren (abs) ab plastic
103256.0,steel
103259.0,metal steel
103260.0,steel
103261.0,lamin
103264.0,steel
103265.0,cast metal
103268.0,steel
103269.0,steel
103270.0,wood
103271.0,recycl foam 90
103272.0,other
103274.0,other
103275.0,other wood
103276.0,glass
103277.0,wood
103279.0,plastic
103280.0,aluminum
103281.0,brass
103283.0,other
103285.0,steel
103286.0,steel
103287.0,plastic
103288.0,vinyl
103289.0,wood carbid
103290.0,aluminum & copper
103291.0,plastic
103292.0,ceram
103293.0,metal
103294.0,nylon
103296.0,ceram
103299.0,fabric
103300.0,carbon wood with nail
103302.0,metal
103305.0,steel
103307.0,plastic
103308.0,black malleabl iron iron
103310.0,steel
103313.0,steel
103314.0,bamboo
103316.0,nylon
103320.0,acryl
103322.0,plastic
103323.0,wood
103328.0,acrylonitril butadien styren (abs)
103329.0,plastic plastic
103330.0,breathabl polyethylen
103332.0,wood wood
103334.0,cast iron
103338.0,composit
103339.0,composit
103340.0,wood carbid
103342.0,metal
103349.0,fabric
103350.0,steel
103352.0,composit
103355.0,metal steel
103357.0,plastic
103359.0,plastic polypropylen solid-surfac materi
103360.0,plastic
103369.0,metal
103371.0,plastic
103374.0,acryl
103376.0,solid brass
103377.0,wrought iron
103379.0,steel
103382.0,aluminum
103385.0,lamin
103387.0,lamin particl board
103390.0,steel
103392.0,steel
103393.0,nylon
103396.0,steel
103402.0,steel
103403.0,pvc
103404.0,wood
103407.0,brass/porcelain
103408.0,steel
103409.0,steel
103410.0,steel
103412.0,other
103415.0,plastic
103416.0,metal
103417.0,steel
103418.0,steel
103421.0,steel
103423.0,plastic
103424.0,cast iron
103425.0,aluminum poli
103429.0,foam steel glass
103431.0,other polyest
103432.0,steel
103434.0,vitreous china marbl
103436.0,steel
103437.0,wood
103439.0,synthet
103440.0,no shelf glass
103441.0,steel
103442.0,composit
103443.0,nylon
103444.0,steel
103445.0,metal
103446.0,wood
103447.0,vinyl
103448.0,glass
103452.0,high densiti fiberboard (hdf)
103453.0,ceram
103455.0,"metal, plastic metal"
103456.0,wood
103457.0,other plastic
103458.0,fiberglass
103460.0,brass brass
103463.0,foam steel
103465.0,aluminum
103466.0,composit
103467.0,synthet
103468.0,composit
103471.0,composit cultur marbl
103473.0,other
103476.0,steel
103477.0,stainless steel
103478.0,plastic
103481.0,hdpe(high densiti polethylene)
103482.0,die-cast
103484.0,thermoplast
103485.0,plastic plastic
103486.0,aluminum
103487.0,steel
103493.0,plastic
103494.0,medium densiti fiberboard (mdf) granit
103497.0,steel other
103498.0,cast iron
103502.0,hdpe(high densiti polethylene)
103503.0,nylon
103505.0,plastic glass
103509.0,mdf / composit wood
103511.0,polym
103512.0,lamin
103513.0,composit cultur marbl
103515.0,wood
103516.0,metal
103521.0,copper
103524.0,ceram
103532.0,carbid
103533.0,multi-purpos plastic
103536.0,brass
103537.0,cloth
103545.0,galvan steel
103546.0,vinyl soft
103547.0,metal
103551.0,porcelain
103556.0,plastic
103558.0,metal
103560.0,composit
103562.0,steel
103565.0,oil
103567.0,wood
103574.0,aluminum
103580.0,stainless steel
103590.0,plastic
103593.0,other
103594.0,metal
103596.0,metal
103598.0,steel
103599.0,pvc
103600.0,alloy
103601.0,other
103605.0,nylon
103610.0,resin
103611.0,steel
103614.0,oak oak
103617.0,no shelf glass
103618.0,galvan steel
103621.0,galvan steel
103628.0,solid brass
103629.0,steel steel
103632.0,pvc
103633.0,steel
103635.0,black malleabl iron steel
103636.0,copper
103640.0,plastic
103641.0,pvc
103644.0,metal
103650.0,polyfib steel
103653.0,vinyl
103657.0,steel other
103658.0,vitreous china medium densiti fiberboard (mdf) marbl
103660.0,cast iron
103664.0,pvc
103668.0,steel
103671.0,concret
103674.0,lamin
103675.0,brass
103678.0,polypropylen
103679.0,steel
103681.0,polyethylen
103682.0,resin
103683.0,wood
103686.0,composit
103691.0,particl board
103692.0,wood
103697.0,metal
103701.0,galvan steel
103704.0,stainless steel
103705.0,composit
103707.0,steel
103708.0,mortar
103713.0,particl board
103718.0,wire glass
103720.0,metal
103731.0,steel
103732.0,polyfib
103739.0,metal no handl
103743.0,steel
103747.0,oil
103760.0,vinyl
103763.0,nylon plastic
103766.0,thermoplast
103773.0,composit engin quartz composit
103778.0,composit mapl
103779.0,thermoplast
103781.0,rubber
103783.0,polyurethan
103786.0,pvc
103793.0,fiberboard
103794.0,steel
103797.0,steel metal
103806.0,steel
103807.0,fiberboard
103808.0,composit composit
103812.0,other
103817.0,brass
103819.0,metal
103820.0,brass
103823.0,pvc
103829.0,wire
103836.0,metal
103841.0,thermoplast
103849.0,nylon stainless steel
103850.0,metal
103853.0,plastic
103855.0,fabric
103857.0,metal
103858.0,cast iron
103859.0,composit oak
103863.0,vinyl
103867.0,acryl
103870.0,water
103872.0,galvan steel
103874.0,steel
103878.0,porcelain-co cast iron paint steel
103884.0,carbid
103887.0,solid brass
103889.0,pvc
103892.0,metal
103895.0,multi-purpos
103901.0,concret
103902.0,medium densiti fiberboard (mdf) granit
103911.0,aluminum
103913.0,other
103915.0,polyest
103918.0,medium densiti fiberboard (mdf)
103927.0,lamin
103929.0,plastic
103931.0,wood
103933.0,stainless steel
103938.0,various
103946.0,cloth
103957.0,fiberglass
103960.0,steel
103964.0,multi-purpos
103969.0,medium densiti fiberboard (mdf) granit
103972.0,wood
103979.0,steel
103987.0,thermoplast
103991.0,stainless steel
103992.0,"foam metal faux marbl paper veneer, metal, fabric other"
103993.0,metal
103996.0,metal glass
103998.0,latex
103999.0,marbl
104014.0,metal carbid
104017.0,solid brass
104019.0,melamin
104021.0,composit oak
104024.0,steel
104026.0,ceram
104027.0,porcelain
104028.0,wood
104032.0,marbl solid wood marbl
104033.0,composit
104040.0,alumin alloy steel
104041.0,steel
104046.0,metal
104051.0,plastic stainless steel glass
104054.0,steel steel
104055.0,wood bimet
104057.0,marbl
104064.0,brass
104069.0,metal
104070.0,steel
104075.0,aluminum
104077.0,composit hickori
104079.0,galvan steel
104081.0,glass
104082.0,steel
104084.0,plastic
104090.0,polyethelyn
104092.0,steel
104096.0,other
104097.0,vinyl
104103.0,porcelain-co cast iron paint steel
104117.0,no shelf glass
104124.0,steel
104125.0,concret
104131.0,vitreous china granit
104133.0,steel diamond
104138.0,vinyl
104147.0,acryl
104159.0,polycarbon
104162.0,metal
104164.0,other
104166.0,wood
104169.0,steel
104171.0,stainless steel
104172.0,wood
104175.0,steel
104177.0,lamin
104178.0,plastic plastic
104182.0,rubber
104183.0,other metal
104189.0,glass
104190.0,metal
104194.0,plastic nylon plastic
104199.0,galvan steel
104202.0,acryl solid wood porcelain
104203.0,vinyl
104212.0,steel
104219.0,steel
104227.0,galvan steel
104229.0,vinyl
104230.0,foam steel
104240.0,steel
104242.0,100% post industri recycl synthet fiber with all natur rubber 100
104243.0,vinyl
104249.0,composit
104258.0,lamin thermofoil
104260.0,metal
104263.0,composit
104264.0,steel
104267.0,vinyl
104268.0,steel brass
104270.0,plastic
104279.0,steel
104282.0,polypropylen
104285.0,metal
104286.0,polyethylen
104295.0,composit red oak
104296.0,brass
104298.0,steel
104302.0,wood
104304.0,steel
104305.0,resin
104309.0,cedar
104311.0,ceram
104314.0,vinyl resin
104315.0,metal
104320.0,galvan steel
104321.0,pex brass
104327.0,plastic
104329.0,metal
104331.0,pvc pvc
104333.0,pvc
104338.0,composit composit
104340.0,resin
104348.0,solid brass
104349.0,no handl
104350.0,wood
104352.0,pvc
104356.0,polyurethan
104360.0,wood
104364.0,vinyl
104373.0,aluminum
104376.0,porcelain-co steel
104377.0,glass
104380.0,wood
104384.0,wood
104390.0,galvan steel
104399.0,wood
104403.0,thermoplast
104408.0,polyethylen
104411.0,particl board
104414.0,pvc
104417.0,stainless steel stainless steel
104418.0,copper brass
104419.0,cotton
104420.0,rubber
104422.0,metal
104426.0,ceram
104431.0,metal
104433.0,iron
104434.0,galvan steel
104443.0,steel
104449.0,ceram
104450.0,wood
104454.0,stainless steel
104460.0,composit mdf
104467.0,polycarbon
104468.0,acryl
104469.0,metal
104470.0,wood
104472.0,wood
104475.0,porcelain
104477.0,metal
104478.0,steel other
104479.0,steel
104483.0,wood
104486.0,wood
104489.0,galvan steel
104497.0,pvc
104498.0,marbl
104500.0,metal
104502.0,pvc pvc
104503.0,vinyl
104505.0,synthet
104507.0,nylon
104508.0,galvan steel
104509.0,comfort grip
104512.0,other
104513.0,vinyl
104517.0,steel
104518.0,galvan steel
104521.0,steel steel
104523.0,ceram
104527.0,polym
104529.0,titanium
104532.0,plastic
104534.0,polyethylen
104535.0,vinyl
104538.0,metal
104542.0,steel
104545.0,vitreous china
104547.0,metal
104553.0,wood
104556.0,metal
104565.0,steel
104568.0,"nylon, metal"
104578.0,stainless steel
104579.0,yes
104585.0,polyfib
104587.0,steel
104591.0,plastic
104594.0,metal
104595.0,stainless steel
104602.0,cast iron
104603.0,synthet
104612.0,faux wood
104628.0,copper
104631.0,fibr reinforc polym (frp)
104632.0,pvc
104635.0,pvc
104637.0,limeston
104638.0,vinyl
104639.0,plastic
104641.0,metal
104645.0,metal
104651.0,tile (wet or dry) diamond
104664.0,foam steel
104667.0,wood bimet
104668.0,plastic
104674.0,oil
104676.0,sea grass
104678.0,metal
104680.0,glass
104681.0,steel other
104688.0,metal
104689.0,stainless steel
104690.0,vinyl
104702.0,vinyl
104703.0,acryl
104704.0,zinc rubber
104720.0,galvan steel
104722.0,ceram
104724.0,marbl solid wood marbl
104738.0,steel
104741.0,plastic
104746.0,wood
104750.0,plastic plastic
104753.0,porcelain-co cast iron porcelain
104758.0,wood
104759.0,powder-co steel
104765.0,plastic
104766.0,copper
104772.0,steel
104774.0,cedar
104775.0,travertin
104781.0,metal
104784.0,particl board
104792.0,plastic
104793.0,metal
104795.0,wood
104799.0,other
104802.0,galvan steel
104804.0,cast iron steel
104808.0,ceram
104812.0,vinyl vinyl
104815.0,galvan steel
104818.0,porcelain
104822.0,vitreous china granit
104824.0,manufactur from certifi environment prefer lamin particl panel
104825.0,oil
104826.0,lamin thermofoil
104830.0,wood
104831.0,thermoplast
104833.0,polyfib steel glass
104836.0,cedar
104849.0,granit
104850.0,vinyl soft
104851.0,lamin
104855.0,wire glass
104857.0,steel
104860.0,composit particl board engin stone composit
104863.0,wood
104865.0,porcelain-co steel
104869.0,natur stone
104872.0,multi-surfac
104881.0,cement
104884.0,aluminum
104888.0,wood
104891.0,brass
104892.0,steel
104894.0,steel
104899.0,porcelain
104900.0,composit oak
104901.0,construct of composit board and high durabl pvc lamin
104902.0,composit mdf
104906.0,metal
104914.0,glass
104916.0,plastic
104917.0,brass
104919.0,steel galvan steel
104923.0,metal
104925.0,galvan steel
104926.0,composit
104927.0,fabric
104935.0,galvan steel
104937.0,430 stainless steel
104940.0,synthetic/microfib
104944.0,metal
104946.0,steel
104948.0,wood
104952.0,latex
104953.0,porcelain medium densiti fiberboard (mdf) granit
104954.0,metal
104955.0,travertin
104956.0,steel
104957.0,composit compress mold fibergla and resin
104959.0,stainless steel glass
104964.0,aluminum
104965.0,aluminum
104966.0,plastic
104968.0,vitreous china medium densiti fiberboard (mdf) granit
104970.0,metal
104972.0,copper and plastic
104992.0,plastic
104996.0,synthet
105003.0,plywood
105007.0,ceram
105008.0,wood
